analysis_id,dimension,manuscript_content,manuscript_location,code_content,code_file,code_lines,results,data_needed,data_available,notes,Unnamed: 11,dimension_norm,paper_id,human_analysis_id,codebot_analysis_id,link_type,confidence
A3.5,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[1,5], m2=equiv_array[2,5], sd1=equiv_array[1,6], sd2=equiv_array[2,6], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,246,1.0,0,1.0,,,inference,elson_2020,A3.5,54,exact,0.9
A3.6,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,247,1.0,1,1.0,,,model,elson_2020,A3.6,55,exact,0.93
A3.6,variable specification,"Sophistication of Theory/Conceptualization, significant results vs. nonsignificant results",table,"#Sophistication of Theory/Conceptualization TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"245, 247",1.0,1,1.0,,,variables,elson_2020,A3.6,55,exact,0.93
A3.6,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.6,55,exact,0.93
A3.6,variable specification,"Sophistication of Theory/Conceptualization, significant results vs. nonsignificant results",table,"#Sophistication of Theory/Conceptualization TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"245, 247",1.0,1,1.0,,,variables,elson_2020,A3.6,55,exact,0.93
A3.6,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.6,55,exact,0.93
A3.6,variable specification,"Sophistication of Theory/Conceptualization, significant results vs. nonsignificant results",table,"#Sophistication of Theory/Conceptualization TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"245, 247",1.0,1,1.0,,,variables,elson_2020,A3.6,55,exact,0.93
A3.6,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.6,55,exact,0.93
A3.6,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[3,5], m2=equiv_array[4,5], sd1=equiv_array[3,6], sd2=equiv_array[4,6], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,247,1.0,0,1.0,,,inference,elson_2020,A3.6,55,exact,0.93
A3.7,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,250,1.0,1,1.0,,,model,elson_2020,A3.7,,no_match,0.0
A3.7,variable specification,"Appropriateness of Methods/Research Design, original study vs. replication",table,#Appropriateness of Methods/Research Design,pilot_paper/elson_2020/analysis_code.R,"249, 250",1.0,1,1.0,,,variables,elson_2020,A3.7,,no_match,0.0
A3.7,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.7,,no_match,0.0
A3.7,variable specification,"Appropriateness of Methods/Research Design, original study vs. replication",table,#Appropriateness of Methods/Research Design,pilot_paper/elson_2020/analysis_code.R,"249, 250",1.0,1,1.0,,,variables,elson_2020,A3.7,,no_match,0.0
A3.7,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.7,,no_match,0.0
A3.7,variable specification,"Appropriateness of Methods/Research Design, original study vs. replication",table,#Appropriateness of Methods/Research Design,pilot_paper/elson_2020/analysis_code.R,"249, 250",1.0,1,1.0,,,variables,elson_2020,A3.7,,no_match,0.0
A3.7,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.7,,no_match,0.0
A3.7,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,250,,0,1.0,,,inference,elson_2020,A3.7,,no_match,0.0
A3.8,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,251,1.0,1,1.0,,,model,elson_2020,A3.8,57,exact,0.96
A3.8,variable specification,"Appropriateness of Methods/Research Design, significant results vs. nonsignificant results",table,"#Appropriateness of Methods/Research Design
 TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,"249, 251",1.0,1,1.0,,,variables,elson_2020,A3.8,57,exact,0.96
A3.8,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.8,57,exact,0.96
A3.8,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,251,1.0,0,1.0,,,inference,elson_2020,A3.8,57,exact,0.96
A3.9,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,254,1.0,1,1.0,,,model,elson_2020,A3.9,58,exact,0.93
A3.9,variable specification,"Quality of Presentation and Discussion of Results, original study vs. replication",table,"#Quality of Presentation and Discussion of Results TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"253, 254",1.0,1,1.0,,,variables,elson_2020,A3.9,58,exact,0.93
A3.9,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.9,58,exact,0.93
A3.9,variable specification,"Quality of Presentation and Discussion of Results, original study vs. replication",table,"#Quality of Presentation and Discussion of Results TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"253, 254",1.0,1,1.0,,,variables,elson_2020,A3.9,58,exact,0.93
A3.9,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.9,58,exact,0.93
A3.9,variable specification,"Quality of Presentation and Discussion of Results, original study vs. replication",table,"#Quality of Presentation and Discussion of Results TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"253, 254",1.0,1,1.0,,,variables,elson_2020,A3.9,58,exact,0.93
A3.9,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.9,58,exact,0.93
A3.9,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,254,1.0,0,1.0,,,inference,elson_2020,A3.9,58,exact,0.93
A3.10,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,255,1.0,1,1.0,,,model,elson_2020,A3.10,59,exact,0.9
A3.10,variable specification,"Quality of Presentation and Discussion of Results, significant results vs. nonsignificant results",table,"#Quality of Presentation and Discussion of Results TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,"253, 255",1.0,1,1.0,,,variables,elson_2020,A3.10,59,exact,0.9
A3.10,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.10,59,exact,0.9
A3.10,variable specification,"Quality of Presentation and Discussion of Results, significant results vs. nonsignificant results",table,"#Quality of Presentation and Discussion of Results TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,"253, 255",1.0,1,1.0,,,variables,elson_2020,A3.10,59,exact,0.9
A3.10,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.10,59,exact,0.9
A3.10,variable specification,"Quality of Presentation and Discussion of Results, significant results vs. nonsignificant results",table,"#Quality of Presentation and Discussion of Results TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,"253, 255",1.0,1,1.0,,,variables,elson_2020,A3.10,59,exact,0.9
A3.10,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.10,59,exact,0.9
A3.10,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,255,1.0,0,1.0,,,inference,elson_2020,A3.10,59,exact,0.9
A3.11,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,258,1.0,1,1.0,,,model,elson_2020,A3.11,60,fragment_of,0.86
A3.11,variable specification,"Overall Recommendation, original study vs. replication
",table,"#Overall Recommendation TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)

",pilot_paper/elson_2020/analysis_code.R,"257, 258",1.0,1,1.0,,,variables,elson_2020,A3.11,60,fragment_of,0.86
A3.11,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.11,60,fragment_of,0.86
A3.11,variable specification,"Overall Recommendation, original study vs. replication
",table,"#Overall Recommendation TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)

",pilot_paper/elson_2020/analysis_code.R,"257, 258",1.0,1,1.0,,,variables,elson_2020,A3.11,60,fragment_of,0.86
A3.11,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.11,60,fragment_of,0.86
A3.11,variable specification,"Overall Recommendation, original study vs. replication
",table,"#Overall Recommendation TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)

",pilot_paper/elson_2020/analysis_code.R,"257, 258",1.0,1,1.0,,,variables,elson_2020,A3.11,60,fragment_of,0.86
A3.11,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.11,60,fragment_of,0.86
A3.11,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,258,1.0,0,1.0,,,inference,elson_2020,A3.11,60,fragment_of,0.86
A3.12,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,259,1.0,1,1.0,,,model,elson_2020,A3.12,61,exact,0.96
A3.12,variable specification,"Overall Recommendation, significant results vs. nonsignificant results",table,"#Overall Recommendation TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"257, 259",1.0,1,1.0,,,variables,elson_2020,A3.12,61,exact,0.96
A3.12,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.12,61,exact,0.96
A3.12,variable specification,"Overall Recommendation, significant results vs. nonsignificant results",table,"#Overall Recommendation TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"257, 259",1.0,1,1.0,,,variables,elson_2020,A3.12,61,exact,0.96
A3.12,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.12,61,exact,0.96
A3.12,variable specification,"Overall Recommendation, significant results vs. nonsignificant results",table,"#Overall Recommendation TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"257, 259",1.0,1,1.0,,,variables,elson_2020,A3.12,61,exact,0.96
A3.12,transformation,,,,pilot_paper/elson_2020/analysis_code.R,,,,,,,transform,elson_2020,A3.12,61,exact,0.96
A3.12,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,259,1.0,0,1.0,,,inference,elson_2020,A3.12,61,exact,0.96
A3.13,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,262,1.0,1,1.0,,,model,elson_2020,A3.13,62,exact,0.9
A3.13,variable specification,"Total Score, original study vs. replication",table,"#Total Score TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 262",1.0,1,1.0,,,variables,elson_2020,A3.13,62,exact,0.9
A3.13,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.13,62,exact,0.9
A3.13,variable specification,"Total Score, original study vs. replication",table,"#Total Score TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 262",1.0,1,1.0,,,variables,elson_2020,A3.13,62,exact,0.9
A3.13,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.13,62,exact,0.9
A3.13,variable specification,"Total Score, original study vs. replication",table,"#Total Score TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 262",1.0,1,1.0,,,variables,elson_2020,A3.13,62,exact,0.9
A3.13,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.13,62,exact,0.9
A3.13,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,262,1.0,0,1.0,,,inference,elson_2020,A3.13,62,exact,0.9
A3.14,model specification,"""Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen’s d = −0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power)""",text,"TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,263,1.0,1,1.0,,,model,elson_2020,A3.14,63,exact,0.96
A3.14,variable specification,"Total Score, significant results vs. nonsignificant results",table,"#Total Score TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 263",1.0,1,1.0,,,variables,elson_2020,A3.14,63,exact,0.96
A3.14,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.14,63,exact,0.96
A3.14,variable specification,"Total Score, significant results vs. nonsignificant results",table,"#Total Score TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 263",1.0,1,1.0,,,variables,elson_2020,A3.14,63,exact,0.96
A3.14,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.14,63,exact,0.96
A3.14,variable specification,"Total Score, significant results vs. nonsignificant results",table,"#Total Score TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
",pilot_paper/elson_2020/analysis_code.R,"261, 263",1.0,1,1.0,,,variables,elson_2020,A3.14,63,exact,0.96
A3.14,transformation,"""For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).""",text,,pilot_paper/elson_2020/analysis_code.R,,,1,0.0,would need raw data from before the processing,,transform,elson_2020,A3.14,63,exact,0.96
A3.14,inference criteria,"""and α = .05 (see Table 5)""",text,"TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",pilot_paper/elson_2020/analysis_code.R,263,1.0,0,1.0,,,inference,elson_2020,A3.14,63,exact,0.96
