analysis_id,brief_description,dimension,paper_text,code_text,match_status,explanation,dimension_norm
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Model Specification,"“Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Table 5 .5Summary of the Equivalence Tests for All Main Effects on the Dependent Variables”","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes two-tailed equivalence tests for main effects with Cohen’s d bounds of -0.50 and +0.50 and α = .05, and the code implements this using the TOSTtwo function (two one-sided t-tests for independent means) with the same d-bounds and alpha for the originality contrast on presentation/discussion of results. Thus, the model specification of the equivalence test matches between paper and code.",model
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Variable Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Presentation and discussion of results Original study (M = 6.35, SD = 2.00) vs.-0.38 [-0.97, 0.20]±1.001.732124.63.043 replication (M = 6.74, SD = 1.99)","mean(datafile$r_presentation[datafile$c_original==1]), 
  mean(datafile$r_presentation[datafile$c_original==2]), 
  mean(datafile$r_presentation[datafile$c_significance==1]), 
  mean(datafile$r_presentation[datafile$c_significance==2]), 
  sd(datafile$r_presentation[datafile$c_original==1]), 
  sd(datafile$r_presentation[datafile$c_original==2]), 
  sd(datafile$r_presentation[datafile$c_significance==1]), 
  sd(datafile$r_presentation[datafile$c_significance==2]),[...]
n_orig=length(datafile$c_original[datafile$c_original==1])
n_rep=length(datafile$c_original[datafile$c_original==2])[...]
#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies a test comparing ratings of the 'quality of the presentation and discussion of results' between original versus replication studies, and the code implements an equivalence test on r_presentation using group sizes n_orig and n_rep based on c_original. Thus, both sources use the same outcome variable and the same originality predictor for this analysis.",variables
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Transformation Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”","#Descriptives: Quality of Presentation and Discussion of Results
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
...
a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)
...
#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes the DV as a single 0–10 rating scale used directly, and the code uses the raw r_presentation values in the ANOVA and equivalence tests without any additional transformation. Thus, the transformation specifications in paper and code are consistent.",transform
58,Two-sided equivalence test comparing ratings of the presentation and discussion of results between original vs. replication conditions.,Inference Specification,"“Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.”","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies two-tailed equivalence tests with Cohen's d bounds of -0.50 and +0.50 and α = .05, and the code implements TOSTtwo with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05 for this dependent variable and originality contrast. Thus, the inference criteria in the implementation match those described in the paper.",inference
59,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.,Model Specification,"Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper states that all main effects, including the statistical-significance effect on presentation/discussion ratings, were analyzed with two-tailed equivalence tests, and the code implements these using the TOSTtwo procedure with the specified equivalence bounds and alpha. Thus, the model specification (two-sample equivalence t-test via TOST) is consistent between paper and code.",model
59,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.,Variable Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“Compared with reviewers in the nonsignificant-results conditions, those in the significant-results conditions evaluated the study's significance to media psychology (ω² = .017) and the quality of the presentation and discussion of results (ω² = .050) slightly more positively and gave slightly more favorable recommendations for acceptance (ω² = .026).”[...]“Presentation and discussion of results[...]Significant results (M = 7.03, SD = 1.78) vs.0.97 [0.40, 1.54]±0.97-0.012121.26.495 nonsignificant results (M = 6.06, SD = 2.09)”","equiv_array <- array(data = c(
  mean(datafile$r_methods[datafile$c_significance==1]), 
  mean(datafile$r_methods[datafile$c_significance==2]), 
  sd(datafile$r_methods[datafile$c_significance==1]), 
  sd(datafile$r_methods[datafile$c_significance==2]), 
  mean(datafile$r_presentation[datafile$c_original==1]), 
  mean(datafile$r_presentation[datafile$c_original==2]), 
  mean(datafile$r_presentation[datafile$c_significance==1]), 
  mean(datafile$r_presentation[datafile$c_significance==2]), 
  sd(datafile$r_presentation[datafile$c_original==1]), 
  sd(datafile$r_presentation[datafile$c_original==2]), 
  sd(datafile$r_presentation[datafile$c_significance==1]), 
  sd(datafile$r_presentation[datafile$c_significance==2]), 
  mean(datafile$r_overall[datafile$c_original==1]), 
  mean(datafile$r_overall[datafile$c_original==2]), 
  mean(datafile$r_overall[datafile$c_significance==1]), 
  mean(datafile$r_overall[datafile$c_significance==2]), 
  sd(datafile$r_overall[datafile$c_original==1]), 
  sd(datafile$r_overall[datafile$c_original==2]), 
  sd(datafile$r_overall[datafile$c_significance==1]), 
  sd(datafile$r_overall[datafile$c_significance==2]), 
  mean(datafile$r_total[datafile$c_original==1]), 
  mean(datafile$r_total[datafile$c_original==2]), 
  mean(datafile$r_total[datafile$c_significance==1]), 
  mean(datafile$r_total[datafile$c_significance==2]), 
  sd(datafile$r_total[datafile$c_original==1]), 
  sd(datafile$r_total[datafile$c_original==2]), 
  sd(datafile$r_total[datafile$c_significance==1]), 
  sd(datafile$r_total[datafile$c_significance==2])), 
  dim = c(4,14), dimname = NULL)

n_sig=length(datafile$c_significance[datafile$c_significance==1])
n_nonsig=length(datafile$c_significance[datafile$c_significance==2])

#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper defines the dependent variable as the “quality of the presentation and discussion of results” and contrasts significant-results versus nonsignificant-results conditions, while the code implements an equivalence test on `r_presentation` across `c_significance==1` vs `c_significance==2` with no additional covariates. Thus, the variables and their roles (DV: rating of presentation/discussion; IV: statistical-significance condition) match between paper and code.",variables
59,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.,Transformation Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Presentation and discussion of resultsOriginal study (M = 6.35, SD = 2.00) vs.-0.38 [-0.97, 0.20]±1.001.732124.63.043replication (M = 6.74, SD = 1.99)Significant results (M = 7.03, SD = 1.78) vs.0.97 [0.40, 1.54]±0.97-0.012121.26.495nonsignificant results (M = 6.06, SD = 2.09)","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
[...]
#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"Both the paper and the code use the raw 0–10 ratings for 'quality of the presentation and discussion of results' directly, aggregating only by taking group means and standard deviations for the equivalence test without any additional transformations. Thus, the transformation specification in the implementation matches what is described in the article.",transform
59,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.,Inference Specification,"“Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.”[...]“Significant results (M = 7.03, SD = 1.78) vs.0.97 [0.40, 1.54]±0.97-0.012121.26.495 nonsignificant results (M = 6.06, SD = 2.09)”","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies two-tailed equivalence tests with Cohen’s d bounds of −0.50 and +0.50 at α = .05 and 90% confidence intervals, and the code implements TOSTtwo with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05 for this contrast. Thus, the inference criteria in the implementation match those described in the paper.",inference
60,Two-sided equivalence test comparing overall recommendation ratings between original vs. replication conditions.,Model Specification,"Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).","#####################
# EQUIVALENCE TESTS #
#####################
[...]
#Overall Recommendation
TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes using two-tailed equivalence tests with bounds of Cohen's d = -0.50 and +0.50 at α = .05 for all main effects, and the code implements this via TOSTtwo equivalence t-tests on the overall recommendation with the same d-bounds and alpha. Thus, the model specification for the equivalence test on overall recommendation (original vs. replication) matches between paper and code.",model
60,Two-sided equivalence test comparing overall recommendation ratings between original vs. replication conditions.,Variable Specification,"“The dependent variables relevant to our preregistered hypotheses were five evaluation criteria, overall recommendation, and a total score.”[...]“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“Overall recommendation Original study (M = 6.47, SD = 2.22) vs.-0.39 [-1.07, 0.28]±1.141.848124.97.034 replication (M = 6.86, SD = 2.36)”","a_overall <- aov(
  r_overall ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
[...]  mean(datafile$r_overall[datafile$c_original==1]), 
  mean(datafile$r_overall[datafile$c_original==2]), 
  mean(datafile$r_overall[datafile$c_significance==1]), 
  mean(datafile$r_overall[datafile$c_significance==2]), 
  sd(datafile$r_overall[datafile$c_original==1]), 
  sd(datafile$r_overall[datafile$c_original==2]), 
  sd(datafile$r_overall[datafile$c_significance==1]), 
  sd(datafile$r_overall[datafile$c_significance==2]), 
[...]#Overall Recommendation
TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper designates “overall recommendation” as a dependent variable and compares original versus replication conditions defined by an originality manipulation, and the code uses `r_overall` as the outcome with `c_original`/`c_originality` defining original vs. replication groups in the equivalence tests. Thus, the variables and their roles in this analysis match between the paper and the code.",variables
60,Two-sided equivalence test comparing overall recommendation ratings between original vs. replication conditions.,Transformation Specification,"“Additionally, reviewers were asked to provide an overall recommendation on a scale from 0, definitely reject, to 10, definitely accept.” [...] “The dependent variables relevant to our preregistered hypotheses were five evaluation criteria, overall recommendation, and a total score.” [...] “Values in parentheses are standard deviations. Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.”","#Descriptives: Overall Recommendation
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    overall_m = mean(r_overall, na.rm = TRUE),
    overall_sd = sd(r_overall, na.rm = TRUE),
    overall_med = median(r_overall, na.rm = TRUE),
    overall_min = min(r_overall, na.rm = TRUE),
    overall_max = max(r_overall, na.rm = TRUE)
  ) [...] 
a_overall <- aov(
  r_overall ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_overall) [...] 
equiv_array <- array(data = c(
  [...] 
  mean(datafile$r_overall[datafile$c_original==1]), 
  mean(datafile$r_overall[datafile$c_original==2]), 
  mean(datafile$r_overall[datafile$c_significance==1]), 
  mean(datafile$r_overall[datafile$c_significance==2]), 
  sd(datafile$r_overall[datafile$c_original==1]), 
  sd(datafile$r_overall[datafile$c_original==2]), 
  sd(datafile$r_overall[datafile$c_significance==1]), 
  sd(datafile$r_overall[datafile$c_significance==2]), 
  mean(datafile$r_total[datafile$c_original==1]), 
  [...] ), 
  dim = c(4,14), dimname = NULL) [...] 
#Overall Recommendation
TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes overall recommendation as a single 0–10 rating used in raw-score units in the equivalence tests, with no additional transformations. The code likewise analyzes the raw r_overall values (only omitting NAs) in ANOVA and TOST equivalence tests without any further transformation or rescaling.",transform
60,Two-sided equivalence test comparing overall recommendation ratings between original vs. replication conditions.,Inference Specification,"“Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).” [...] “Values in parentheses are standard deviations. Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.” [...] “Overall recommendation
Original study (M = 6.47, SD = 2.22) vs.-0.39 [-1.07, 0.28]±1.141.848124.97.034 replication (M = 6.86, SD = 2.36)”","#Overall Recommendation
TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,Both the paper and the code use two-sided equivalence tests with Cohen’s d bounds of -0.50 and +0.50 and α = .05 for the originality main effect on overall recommendation. The reported table in the paper and the TOSTtwo call in the code are consistent with this inference specification.,inference
61,Two-sided equivalence test comparing overall recommendation ratings between significant-results vs. nonsignificant-results conditions.,Model Specification,"“Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.”","TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes two-tailed equivalence tests with Cohen’s d bounds of ±0.50 and α = .05 for all main effects, and the code implements this using TOSTtwo with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05 for the significant- vs. nonsignificant-results contrast on overall recommendation. Thus, the model specification in the code matches the paper’s description.",model
61,Two-sided equivalence test comparing overall recommendation ratings between significant-results vs. nonsignificant-results conditions.,Variable Specification,"“Dependent variables
The dependent variables relevant to our preregistered hypotheses were five evaluation criteria, overall recommendation, and a total score.[...]Recommendation. Additionally, reviewers were asked to provide an overall recommendation on a scale from 0, definitely reject, to 10, definitely accept.”[...]“Compared with reviewers in the nonsignificant-results conditions, those in the significant-results conditions evaluated the study's significance to media psychology (ω² = .017) and the quality of the presentation and discussion of results (ω² = .050) slightly more positively and gave slightly more favorable recommendations for acceptance (ω² = .026).”[...]“Overall recommendation[...]Significant results (M = 7.09, SD = (2.09) vs.0.86 [0.19, 1.52]±1.13-0.682121.93.248 nonsignificant results (M = 6.24, SD = 2.41)”","equiv_array <- array(data = c(
  [...]
  mean(datafile$r_overall[datafile$c_original==1]), 
  mean(datafile$r_overall[datafile$c_original==2]), 
  mean(datafile$r_overall[datafile$c_significance==1]), 
  mean(datafile$r_overall[datafile$c_significance==2]), 
  sd(datafile$r_overall[datafile$c_original==1]), 
  sd(datafile$r_overall[datafile$c_original==2]), 
  sd(datafile$r_overall[datafile$c_significance==1]), 
  sd(datafile$r_overall[datafile$c_significance==2]), 
  [...])

n_sig=length(datafile$c_significance[datafile$c_significance==1])
n_nonsig=length(datafile$c_significance[datafile$c_significance==2])

#Overall Recommendation
TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies overall recommendation as the outcome and statistical significance (significant-results vs. nonsignificant-results conditions) as the predictor, and the code implements an equivalence test of r_overall across c_significance groups using those same roles. There are no additional variables or controls in either description, so the variable specifications align.",variables
61,Two-sided equivalence test comparing overall recommendation ratings between significant-results vs. nonsignificant-results conditions.,Transformation Specification,"Recommendation. Additionally, reviewers were asked to provide an overall recommendation on a scale from 0, definitely reject, to 10, definitely accept.","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    overall_m = mean(r_overall, na.rm = TRUE),
    overall_sd = sd(r_overall, na.rm = TRUE),
    overall_med = median(r_overall, na.rm = TRUE),
    overall_min = min(r_overall, na.rm = TRUE),
    overall_max = max(r_overall, na.rm = TRUE)
  )
[...]
#Overall Recommendation
TOSTtwo(m1=equiv_array[1,11], m2=equiv_array[2,11], sd1=equiv_array[1,12], sd2=equiv_array[2,12], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes overall recommendation as a single 0–10 rating with no additional processing, and the code uses the raw r_overall values directly to compute means, SDs, and equivalence tests. There is no evidence of transformations (e.g., recoding, trimming, or aggregation across items) in either source.",transform
61,Two-sided equivalence test comparing overall recommendation ratings between significant-results vs. nonsignificant-results conditions.,Inference Specification,"“Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Sample sizes for all tests were as follows: original study-n = 62; replication-n = 65; significant results-n = 64; nonsignificant results-n = 63. Values in parentheses are standard deviations. Values in brackets are 90% confidence intervals. The upper and lower bounds for the equivalence test are the raw-score values corresponding to Cohen's d = ±0.50.”[...]“Overall recommendation[...]Significant results (M = 7.09, SD = (2.09) vs.0.86 [0.19, 1.52]±1.13-0.682121.93.248 nonsignificant results (M = 6.24, SD = 2.41)”","TOSTtwo(m1=equiv_array[3,11], m2=equiv_array[4,11], sd1=equiv_array[3,12], sd2=equiv_array[4,12], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,Both the paper and code specify two-tailed equivalence tests with Cohen's d bounds of -0.50 and +0.50 and α = .05 for the main effect of statistical significance on overall recommendation. The code’s TOSTtwo call directly implements these same inferential criteria.,inference
62,Two-sided equivalence test comparing total scores between original vs. replication conditions.,Model Specification,"“Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”[...]“Total score Original study (M = 6.48, SD = 1.84) vs.-0.38 [-0.93, 0.17]±0.941.671124.98.049 replication (M = 6.86, SD = 1.91)”","#Total Score
TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper describes two-tailed equivalence tests for main effects (including total score) with bounds d = -0.50 and +0.50 and α = .05, and the code implements this using the TOSTtwo function for a two-sample equivalence t-test on total scores between original and replication groups with the same bounds and alpha.",model
62,Two-sided equivalence test comparing total scores between original vs. replication conditions.,Variable Specification,"Dependent variablesThe dependent variables relevant to our preregistered hypotheses were five evaluation criteria, overall recommendation, and a total score.[...]Total score. For each review, a total score was computed from the evaluation ratings (each worth 10%) and the recommendation rating (worth 50%).[...]In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.[...]Sample sizes for all tests were as follows: original study-n = 62; replication-n = 65; significant results-n = 64; nonsignificant results-n = 63.[...]Total scoreOriginal study (M = 6.48, SD = 1.84) vs.-0.38 [-0.93, 0.17]±0.941.671124.98.049replication (M = 6.86, SD = 1.91)","  mean(datafile$r_total[datafile$c_original==1]), 
  mean(datafile$r_total[datafile$c_original==2]), 
  mean(datafile$r_total[datafile$c_significance==1]), 
  mean(datafile$r_total[datafile$c_significance==2]), 
  sd(datafile$r_total[datafile$c_original==1]), 
  sd(datafile$r_total[datafile$c_original==2]), 
  sd(datafile$r_total[datafile$c_significance==1]), 
  sd(datafile$r_total[datafile$c_significance==2])), 
  dim = c(4,14), dimname = NULL)

n_orig=length(datafile$c_original[datafile$c_original==1])
n_rep=length(datafile$c_original[datafile$c_original==2])
n_sig=length(datafile$c_significance[datafile$c_significance==1])
n_nonsig=length(datafile$c_significance[datafile$c_significance==2])

#Total Score
TOSTtwo(m1=equiv_array[1,13], m2=equiv_array[2,13], sd1=equiv_array[1,14], sd2=equiv_array[2,14], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,13], m2=equiv_array[4,13], sd1=equiv_array[3,14], sd2=equiv_array[4,14], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,Both the paper and the code treat the total score composite as the dependent variable and the originality condition (original study vs replication) as the grouping/predictor variable in the equivalence test. The code’s use of r_total stratified by c_original matches the paper’s comparison of “Original study (M = 6.48...) vs ... replication (M = 6.86...)” on total score.,variables
