analysis_id,brief_description,dimension,paper_text,code_text,match_status,explanation,dimension_norm
37,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of sophistication of theory and conceptualization.,Transformation Specification,"On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Sophistication of theory
Originality	0.553	0.110	.740	-.007
Statistical significance	4.466	0.891	.347	-.001
Originality × Statistical Significance	0.508	0.10	1.751	-.007","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",match,"The paper describes the sophistication ratings as single 0–10 scale scores and does not report any further transformation before the ANOVA, and the code likewise inputs the raw `r_sophistication` scores directly into the `aov` model without modification. Thus, the transformation specification (no transformation beyond using the raw ratings) is consistent between paper and code.",transform
37,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of sophistication of theory and conceptualization.,Inference Specification,"There were no appreciable interaction effects. All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).","a_sophistication <- aov(
  r_sophistication ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_sophistication)",unknown,"The paper explicitly mentions using a default significance criterion of α = .05 (and additional equivalence tests for main effects), whereas the code for the ANOVA interaction on sophistication only computes and reports ANOVA statistics without specifying any alpha level or decision rule. Because the code’s inference threshold is implicit rather than stated, the alignment of inference specifications cannot be determined from the code alone.",inference
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Model Specification,"MethodIn a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.[...]Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Appropriateness of methods and designOriginality53.2399.624.002.063","#################
# MAIN ANALYSES #
#################

a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper describes a 2 × 2 between-subjects experiment analyzed with an analysis of variance for the appropriateness-of-methods outcome, and the code implements this as a two-way ANOVA via R’s aov function with the same two factors. Thus, the model specification in the code matches the ANOVA model described in the paper for this analysis.",model
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.” [...] “On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.” [...] “Appropriateness of methods and design
Originality53.2399.624.002.063” [...] “The originality of the study affected only the ratings of the appropriateness of the methods and research design: Replication studies were rated higher than original studies (ω² = .063).”","#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  ) [...] a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,Both the paper and the code specify a 2 × 2 design with originality and statistical significance as factors and use the rating of “appropriateness of the methods and research design” (r_methods) as the dependent variable. The code’s ANOVA on r_methods with c_originality and c_significance thus implements the paper’s ANOVA for the originality main effect on appropriateness of methods and design.,variables
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Transformation Specification,"“Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)",match,"The paper describes using single 0–10 ratings on “appropriateness of the methods and research design” directly as a dependent variable, and the code correspondingly uses the raw `r_methods` variable in the ANOVA without any prior transformation. There is no indication in either source of additional transformations such as item aggregation, trimming, or recoding beyond using these raw ratings.",transform
38,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.,Inference Specification,"“All significance tests are reported in detail in Table 4.[...]Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)
[...]
#Appropriateness of Methods/Research Design
TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies α = .05 and equivalence bounds of d = -0.50 and +0.50 for all main effects, and the code implements the originality main effect on methods/design using ANOVA plus a TOST equivalence test with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05. Thus, the inferential criteria in the implementation match those described in the paper.",inference
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Model Specification,"In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference[...]Table 4 .4 Analysis of Variance Table for All the Dependent Variables[...]Appropriateness of methods and design[...]Statistical significance 8.1661.476.227.004","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper describes a 2 × 2 between-subjects design analyzed with an Analysis of Variance for appropriateness of methods and design, and the code implements this with an aov() two-factor ANOVA model using originality and statistical significance as factors. Thus, the model specification in the code matches the ANOVA F-test reported in the paper.",model
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Variable Specification,"In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.[...]From the base version, we derived four variants for the experimental conditions: an original study with statistically significant findings, a replication study with statistically significant findings, an original study with statistically nonsignificant findings, and a replication study with statistically nonsignificant findings (see Table 1 for the text of two of these versions).[...]Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.","#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )[...]a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper defines a 2 × 2 design manipulating originality and statistical significance, with ratings of 'appropriateness of the methods and research design' as one of the evaluated criteria, and this matches the code’s ANOVA where r_methods (appropriateness) is the outcome and c_significance (with c_originality) are predictors. Thus, the variable roles for the main effect of statistical significance on appropriateness of methods/design are aligned between paper and code.",variables
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Transformation Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Appropriateness of methods and design
Originality53.2399.624.002.063
Statistical significance8.1661.476.227.004
Originality × Statistical Significance4.6620.843.360-.001”","“#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )[...]a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)”",match,"The paper describes using the raw 0–10 item rating for “appropriateness of the methods and research design” as the dependent variable, and Table 4 reports the ANOVA F-test directly on these scores. The code likewise analyzes the raw `r_methods` ratings without additional transformations (beyond standard descriptive summaries and factor-coding of the IVs), so the transformation specifications align.",transform
39,ANOVA F-test for the main effect of statistical significance of results on ratings of appropriateness of methods and research design.,Inference Specification,"“All significance tests are reported in detail in Table 4.[...]Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”","“pwr.t.test(n=63, sig.level = .05, power = .80, type=\""two.sample\"")[...]a_methods <- aov(  r_methods ~ as.factor(c_originality) * as.factor(c_significance),  data = datafile )[...]TOSTtwo(m1=equiv_array[1,7], m2=equiv_array[2,7], sd1=equiv_array[1,8], sd2=equiv_array[2,8], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)[...]TOSTtwo(m1=equiv_array[3,7], m2=equiv_array[4,7], sd1=equiv_array[3,8], sd2=equiv_array[4,8], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)”",match,"The paper specifies a default α = .05 and two-tailed equivalence tests with bounds of Cohen’s d = -0.50 and +0.50 for all main effects, and the code implements power calculations at sig.level = .05 and TOSTtwo calls with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05 for the appropriateness-of-methods outcome. Thus, the inference criteria in the implementation match those described in the paper.",inference
40,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of appropriateness of methods and research design.,Model Specification,Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Appropriateness of methods and design[...]Originality × Statistical Significance4.6620.843.360-.001,"a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper reports an analysis of variance table for the interaction of originality and statistical significance on appropriateness of methods and design, and the code implements this using an `aov` two-way ANOVA with the interaction term. Thus, the model specification in the code matches the factorial ANOVA described in the paper.",model
40,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of appropriateness of methods and research design.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“From the base version, we derived four variants for the experimental conditions: an original study with statistically significant findings, a replication study with statistically significant findings, an original study with statistically nonsignificant findings, and a replication study with statistically nonsignificant findings”[...]“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Appropriateness of methods and designOriginality53.2399.624.002.063Statistical significance8.1661.476.227.004Originality × Statistical Significance4.6620.843.360-.001”","“#Descriptives: Appropriateness of Methods/Research Design
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    methods_m = mean(r_methods, na.rm = TRUE),
    methods_sd = sd(r_methods, na.rm = TRUE),
    methods_med = median(r_methods, na.rm = TRUE),
    methods_min = min(r_methods, na.rm = TRUE),
    methods_max = max(r_methods, na.rm = TRUE)
  )”[...]“a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)”",match,"The paper specifies a 2 × 2 design with manipulated “originality” and “statistical significance” predicting ratings of “appropriateness of the methods and research design,” and the ANOVA table includes the “Originality × Statistical Significance” row for this dependent variable. The code implements an ANOVA with outcome `r_methods` and predictors `c_originality` and `c_significance` (including their interaction), matching the paper’s variable roles.",variables
40,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of appropriateness of methods and research design.,Transformation Specification,"Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.[...]Appropriateness of methods and design
Originality53.2399.624.002.063
Statistical significance8.1661.476.227.004
Originality × Statistical Significance4.6620.843.360-.001","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",match,"The paper describes using the raw 0–10 appropriateness ratings as the dependent variable for the ANOVA without any additional transformation, and the code likewise inputs `r_methods` directly into the `aov` model without transforming it. The only modification in the code is casting the independent variables to factors, which is consistent with the 2 × 2 between-subjects design described in the paper.",transform
40,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of appropriateness of methods and research design.,Inference Specification,"“There were no appreciable interaction effects. All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05.”","a_methods <- aov(
  r_methods ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_methods)",unknown,"The paper explicitly states that significance tests (including the interaction F-test) use a “default criterion of Cronbach's α = .05,” whereas the corresponding ANOVA in the code simply computes and reports statistics without specifying any alpha or decision rule. Because the code neither confirms nor contradicts the α = .05 threshold, the alignment of inference criteria for this specific interaction test cannot be determined from the code alone.",inference
41,ANOVA F-test for the main effect of originality on ratings of the presentation and discussion of results.,Model Specification,Table 4 .4 Analysis of Variance Table for All the Dependent Variables[...]Presentation and discussion of results Originality 4.6701.230.270.002,"a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",match,"The paper reports an analysis of variance for the 'Presentation and discussion of results' outcome, and the code implements this with an R `aov` two-factor ANOVA model using originality and statistical significance as predictors. Thus, the model specification (two-way ANOVA) matches between paper and code.",model
41,ANOVA F-test for the main effect of originality on ratings of the presentation and discussion of results.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Presentation and discussion of results
Originality	4.670	1.23	0.27	0.002”","#Descriptives: Quality of Presentation and Discussion of Results
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
[...]
a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",match,Both the paper and the code treat the manipulated factor “originality” as a predictor and the rating of “quality of the presentation and discussion of results”/r_presentation as the dependent variable in a 2 × 2 ANOVA with originality and statistical significance. The variable roles and pairings therefore align across the paper and the implementation.,variables
41,ANOVA F-test for the main effect of originality on ratings of the presentation and discussion of results.,Transformation Specification,"“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria, significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
...

a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",match,"The paper describes the presentation/discussion rating as a single 0–10 item with no further preprocessing, and the code analyzes the raw r_presentation scores directly in the ANOVA. Since no data transformations (e.g., averaging items, trimming, or recoding) are reported or applied, the transformation specifications match (none).",transform
41,ANOVA F-test for the main effect of originality on ratings of the presentation and discussion of results.,Inference Specification,"All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).","#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies that all main effects are followed up with two-tailed equivalence tests using bounds d = -0.50 and +0.50 and α = .05, and the code implements TOSTtwo for the presentation/discussion outcome with low_eqbound_d = -0.5, high_eqbound_d = 0.5, and alpha = 0.05. Thus, the inference criteria in the implementation match those described for this analysis in the paper.",inference
42,ANOVA F-test for the main effect of statistical significance of results on ratings of the presentation and discussion of results.,Model Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Presentation and discussion of resultsOriginality4.6701.230.270.002Statistical significance28.8627.601.007.050Originality × Statistical Significance0.8410.221.639-.006”","#################
# MAIN ANALYSES #
#################


a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",match,"The paper reports an ANOVA (analysis of variance) for the 2 × 2 between-subjects design, and the code implements this via a two-way ANOVA using aov() on r_presentation with factors c_originality and c_significance. Thus, the model specification for this analysis matches between paper and code.",model
42,ANOVA F-test for the main effect of statistical significance of results on ratings of the presentation and discussion of results.,Variable Specification,"""In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers."" [...] ""Compared with a conference submission reporting a statistically nonsignificant effect (p > .05), a submission reporting a statistically significant effect (p < .05) has a higher chance of being accepted for presentation and will score higher on standardized reviewing criteria."" [...] ""On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results."" [...] ""Compared with reviewers in the nonsignificant-results conditions, those in the significant-results conditions evaluated the study's significance to media psychology (ω² = .017) and the quality of the presentation and discussion of results (ω² = .050) slightly more positively and gave slightly more favorable recommendations for acceptance (ω² = .026)."" [...] ""Presentation and discussion of results[...]Statistical significance28.8627.601.007.050""","""#Descriptives: Quality of Presentation and Discussion of Results
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )"" [...] ""a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)""",match,"The paper specifies a 2 × 2 between-subjects design with manipulated originality and statistical significance predicting ratings of the ""quality of the presentation and discussion of results,"" and the code implements an ANOVA with r_presentation as the outcome and c_originality and c_significance as factors. Thus, the independent and dependent variables used for this analysis in the code correspond directly to those described in the paper.",variables
42,ANOVA F-test for the main effect of statistical significance of results on ratings of the presentation and discussion of results.,Transformation Specification,"Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.","a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)",match,"The paper describes using the raw 0–10 rating for 'quality of the presentation and discussion of results' as a single evaluation criterion, and the code applies ANOVA directly to the corresponding variable r_presentation without any prior transformation. Thus, both implementations use untransformed ratings for this analysis.",transform
42,ANOVA F-test for the main effect of statistical significance of results on ratings of the presentation and discussion of results.,Inference Specification,"""The final sample of 127 reviewers provided 80% power to detect main effects (standardized mean differences) with a d value greater than 0.503 (90% power for d > 0.582 and 95% power for d > 0.647).""[...]""All significance tests are reported in detail in Table 4. Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).""","pwr.t.test(n=63, sig.level = .05, power = .80, type=""two.sample"")
pwr.t.test(n=63, sig.level = .05, power = .90, type=""two.sample"")
pwr.t.test(n=63, sig.level = .05, power = .95, type=""two.sample"")

[...]

a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)

[...]

#Quality of Presentation and Discussion of Results
TOSTtwo(m1=equiv_array[1,9], m2=equiv_array[2,9], sd1=equiv_array[1,10], sd2=equiv_array[2,10], n1=n_orig, n2=n_rep, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)
TOSTtwo(m1=equiv_array[3,9], m2=equiv_array[4,9], sd1=equiv_array[3,10], sd2=equiv_array[4,10], n1=n_sig, n2=n_nonsig, low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha = 0.05)",match,"The paper specifies α = .05 and equivalence bounds of d = -0.50 and +0.50 for all main effects, with 80% power used in sensitivity analysis, and the code implements power calculations at sig.level = .05 and TOSTtwo equivalence tests with low_eqbound_d = -0.5, high_eqbound_d = 0.5, alpha = 0.05 for the presentation/discussion rating. Thus, the inferential criteria in the implementation match those described in the paper.",inference
43,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of the presentation and discussion of results.,Model Specification,Table 4 .4Analysis of Variance Table for All the Dependent Variables[...]Presentation and discussion of results[...]Originality × Statistical Significance0.8410.221.639-.006,"a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",match,"The paper reports an ""Analysis of Variance"" table with an ""Originality × Statistical Significance"" row for ""Presentation and discussion of results"", and the code implements an ANOVA with the same two factors and their interaction on the corresponding outcome variable. Thus, the model specification (factorial ANOVA including the interaction term) matches between paper and code.",model
43,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of the presentation and discussion of results.,Variable Specification,"“In a 2 × 2 between-subjects experiment, we manipulated the originality and statistical significance of the research reported in a fictitious abstract submitted to a small-to medium-sized conference and sent the abstract to voluntary reviewers.”[...]“From the base version, we derived four variants for the experimental conditions: an original study with statistically significant findings, a replication study with statistically significant findings, an original study with statistically nonsignificant findings, and a replication study with statistically nonsignificant findings (see Table 1 for the text of two of these versions).”[...]“On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.”[...]“Presentation and discussion of resultsOriginality4.6701.230.270.002Statistical significance28.8627.601.007.050Originality × Statistical Significance0.8410.221.639-.006”","group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
...

a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anoa_stats(a_presentation)",match,"The paper specifies a 2×2 design with originality and statistical significance as factors predicting ratings of the “quality of the presentation and discussion of results,” and the code implements an ANOVA with predictors c_originality and c_significance on the outcome r_presentation. Thus, the roles and identities of the variables match between paper and code for this interaction analysis.",variables
43,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of the presentation and discussion of results.,Transformation Specification,"Evaluation. On a scale from 0 to 10, in 2-point steps (0,2,4,6,8,10), each abstract was evaluated on the following five criteria: significance to media psychology, quality of the writing, sophistication of the theory and conceptualization, appropriateness of the methods and research design, and quality of the presentation and discussion of results.","datafile = read.csv(""data.csv"")
[...]
#Descriptives: Quality of Presentation and Discussion of Results
group_by(datafile, c_originality, c_significance) %>%
  summarise(
    count = n(),
    presentation_m = mean(r_presentation, na.rm = TRUE),
    presentation_sd = sd(r_presentation, na.rm = TRUE),
    presentation_med = median(r_presentation, na.rm = TRUE),
    presentation_min = min(r_presentation, na.rm = TRUE),
    presentation_max = max(r_presentation, na.rm = TRUE)
  )
[...]
a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",match,"The paper describes the dependent variable as a single 0–10 rating without any further transformation, and the code uses the raw `r_presentation` scores directly in the ANOVA for the originality × statistical significance interaction. No additional data transformations (e.g., aggregation across items, trimming, or recoding of this DV) are described in either source.",transform
43,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of the presentation and discussion of results.,Inference Specification,"“There were no appreciable interaction effects. All significance tests are reported in detail in Table 4.[...]Given the number of tests, there was an inflated probability of false positives for a default criterion of Cronbach's α = .05. Therefore, for all main effects, we conducted two-tailed equivalence tests with lower and upper bounds of Cohen's d = -0.50 and +0.50 (which corresponded to our sensitivity analysis at 80% power) and α = .05 (see Table 5).”","a_presentation <- aov(
  r_presentation ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_presentation)",unknown,"The paper states that significance tests (with a default criterion of α = .05) underlie the interaction inferences, while equivalence tests with α = .05 are restricted to main effects. The code fits and summarizes the ANOVA for this interaction but does not specify any alpha level or inferential decision rule, so the inference criterion for the interaction cannot be determined from the script.",inference
44,ANOVA F-test for the main effect of originality on overall recommendation (definitely reject to definitely accept).,Model Specification,"Table 4 .4 Analysis of Variance Table for All the Dependent Variables[...]Overall recommendation
Originality	4.921	0.95	7.33	0.000","a_overall <- aov(
  r_overall ~ as.factor(c_originality) * as.factor(c_significance),
  data = datafile
)
anova_stats(a_overall)",match,"The paper reports the analysis in an 'Analysis of Variance Table' and gives the F-test for the originality main effect on overall recommendation, and the code implements this using an aov() two-factor ANOVA with originality and significance predicting r_overall. Thus, the statistical model specification in the code matches the ANOVA model implied by the paper.",model
