analysis_id,dimension,manuscript_content,manuscript_location,code_content,code_file,code_lines,results,data_needed,data_available,notes,dimension_norm,paper_id,human_analysis_id,codebot_analysis_id,link_type,confidence
A15,variable specification,"Importantly, however, to show that the anchor-responses reflect change in the construct more than present state, the anchor’s correlation with the change scores should be stronger than its correlation with Time 2 scores. This was the case for positive affect (rdif = .09, CI 95%[.03, .15]) but not for negative affect (rdif = -.02„ CI 95%[-.08, 0.04]; Zou, 2007).",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] cocor(~PA_change + AnchorPA | PANAS_PA_D2mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66; 590,1.0,0.0,1.0,,variables,anvari_2023,A15,25,exact,0.9
A15,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66,1.0,0.0,1.0,,transform,anvari_2023,A15,25,exact,0.9
A15,inference criteria,"This was the case for positive affect (rdif = .09, CI 95%[.03, .15]) […] Zou, 2007)",text,"cocor(~PA_change + AnchorPA | PANAS_PA_D2mean + AnchorPA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",590,1.0,0.0,1.0,"ci of 95% is default for cocor -> implies alpha of 5%, Zou based CI are in the output",inference,anvari_2023,A15,25,exact,0.9
A16,model specification,"Importantly, however, to show that the anchor-responses reflect change in the construct more than present state, the anchor’s correlation with the change scores should be stronger than its correlation with Time 2 scores. This was the case for positive affect (rdif = .09, CI 95%[.03, .15]) but not for negative affect (rdif = -.02„ CI 95%[-.08, 0.04]; Zou, 2007).",text,"cocor(~NA_change + AnchorNA | PANAS_NA_D2mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",609,1.0,0.0,1.0,,model,anvari_2023,A16,,no_match,0.0
A16,variable specification,"Importantly, however, to show that the anchor-responses reflect change in the construct more than present state, the anchor’s correlation with the change scores should be stronger than its correlation with Time 2 scores. This was the case for positive affect (rdif = .09, CI 95%[.03, .15]) but not for negative affect (rdif = -.02„ CI 95%[-.08, 0.04]; Zou, 2007).",text,"cocor(~NA_change + AnchorNA | PANAS_NA_D2mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",609,1.0,0.0,1.0,,variables,anvari_2023,A16,,no_match,0.0
A16,transformation ,,,,,,,,,,transform,anvari_2023,A16,,no_match,0.0
A16,variable specification,"Importantly, however, to show that the anchor-responses reflect change in the construct more than present state, the anchor’s correlation with the change scores should be stronger than its correlation with Time 2 scores. This was the case for positive affect (rdif = .09, CI 95%[.03, .15]) but not for negative affect (rdif = -.02„ CI 95%[-.08, 0.04]; Zou, 2007).",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-74; 78,1.0,0.0,1.0,,variables,anvari_2023,A16,,no_match,0.0
A16,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect. The anchor items for positive and",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-74; 78,1.0,0.0,1.0,,transform,anvari_2023,A16,,no_match,0.0
A16,variable specification,"Importantly, however, to show that the anchor-responses reflect change in the construct more than present state, the anchor’s correlation with the change scores should be stronger than its correlation with Time 2 scores. This was the case for positive affect (rdif = .09, CI 95%[.03, .15]) but not for negative affect (rdif = -.02„ CI 95%[-.08, 0.04]; Zou, 2007).",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...9 cocor(~NA_change + AnchorNA | PANAS_NA_D2mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74; 609,1.0,0.0,1.0,,variables,anvari_2023,A16,,no_match,0.0
A16,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) ","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74,1.0,0.0,1.0,,transform,anvari_2023,A16,,no_match,0.0
A16,inference criteria," but not for negative affect (rdif = -.02„ CI 95%[-.08, 0.04]; Zou, 2007).",text,"cocor(~NA_change + AnchorNA | PANAS_NA_D2mean + AnchorNA, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",609,1.0,0.0,1.0,"ci of 95% is default for cocor -> implies alpha of 5%, Zou based CI are in the output",inference,anvari_2023,A16,,no_match,0.0
A17,model specification,"the anchor should correlate with Time 1 scores just as strongly, in absolute terms, as with Time 2 scores.",text,"cor.test(data$PANAS_PA_D1mean, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",588,1.0,0.0,1.0,,model,anvari_2023,A17,13,exact,0.96
A17,variable specification,"the anchor should correlate with Time 1 scores just as strongly, in absolute terms, as with Time 2 scores.",text,"cor.test(data$PANAS_PA_D1mean, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",588,1.0,0.0,1.0,,variables,anvari_2023,A17,13,exact,0.96
A17,transformation ,,,,,,,,,,transform,anvari_2023,A17,13,exact,0.96
A17,variable specification,"the anchor should correlate with Time 1 scores just as strongly, in absolute terms, as with Time 2 scores.",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE) [...] cor.test(data$PANAS_PA_D1mean, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62; 588,1.0,0.0,1.0,,variables,anvari_2023,A17,13,exact,0.96
A17,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62,,,,,transform,anvari_2023,A17,13,exact,0.96
A17,inference criteria,"the anchor’s correlations with Time 1 scores were much weaker for both positive affect (r = .01„ CI 95%[-.05, .08]) and negative affect (r = .09„ CI 95%[.02, .15]).",text,"cor.test(data$PANAS_PA_D1mean, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",588,,,,"ci of 95% is default for cocor -> implies alpha of 5%, Zou based CI are in the output",inference,anvari_2023,A17,13,exact,0.96
A18,model specification,"the anchor should correlate with Time 1 scores just as strongly, in absolute terms, as with Time 2 scores.",text,"cor.test(data$PANAS_NA_D1mean, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",607,1.0,0.0,1.0,,model,anvari_2023,A18,14,exact,0.96
A18,variable specification,"the anchor’s correlations with Time 1 scores were much weaker for both positive affect (r = .01„ CI 95%[-.05, .08]) and negative affect (r = .09„ CI 95%[.02, .15]).",text,"cor.test(data$PANAS_NA_D1mean, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",607,1.0,0.0,1.0,,variables,anvari_2023,A18,14,exact,0.96
A18,transformation ,,,,,,,,,,transform,anvari_2023,A18,14,exact,0.96
A18,variable specification,"the anchor’s correlations with Time 1 scores were much weaker for both positive affect (r = .01„ CI 95%[-.05, .08]) and negative affect (r = .09„ CI 95%[.02, .15]).",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE) [...] cor.test(data$PANAS_NA_D1mean, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70; 607,1.0,0.0,1.0,,variables,anvari_2023,A18,14,exact,0.96
A18,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70,1.0,0.0,1.0,,transform,anvari_2023,A18,14,exact,0.96
A18,inference criteria,"the anchor’s correlations with Time 1 scores were much weaker for both positive affect (r = .01„ CI 95%[-.05, .08]) and negative affect (r = .09„ CI 95%[.02, .15]).",text,"cor.test(data$PANAS_NA_D1mean, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",607,1.0,0.0,1.0,"ci of 95% is default for cocor -> implies alpha of 5%, Zou based CI are in the output",inference,anvari_2023,A18,14,exact,0.96
nan,,,,,,,,,,,other,anvari_2023,nan,16,fragment_of,0.78
A19,model specification,This can be accounted for by examining the relationship of the anchor responses with the Time 1 and Time 2 ratings in a multiple regression analysis.,text,"summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",600,1.0,0.0,1.0,,model,anvari_2023,A19,,no_match,0.0
nan,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. For positive affect, Time 1 (b = -0.59, p < .001) and Time 2 (b = 0.88, p < .001) scores showed the expected relationship with the anchor responses.",text,"summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",600,1.0,0.0,1.0,,variables,anvari_2023,nan,16,fragment_of,0.78
nan,transformation ,,,,,,,,,,transform,anvari_2023,nan,16,fragment_of,0.78
nan,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. For positive affect, Time 1 (b = -0.59, p < .001) and Time 2 (b = 0.88, p < .001) scores showed the expected relationship with the anchor responses.",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE) [...] summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62; 600,1.0,0.0,1.0,,variables,anvari_2023,nan,16,fragment_of,0.78
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-62,1.0,0.0,1.0,,transform,anvari_2023,nan,16,fragment_of,0.78
nan,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. For positive affect, Time 1 (b = -0.59, p < .001) and Time 2 (b = 0.88, p < .001) scores showed the expected relationship with the anchor responses.",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66; 600,1.0,0.0,1.0,,variables,anvari_2023,nan,16,fragment_of,0.78
nan,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66,1.0,0.0,1.0,,transform,anvari_2023,nan,16,fragment_of,0.78
nan,inference criteria,,,"summary(lm(AnchorPA ~ PANAS_PA_D1mean + PANAS_PA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",600,,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,nan,16,fragment_of,0.78
A20,model specification,This can be accounted for by examining the relationship of the anchor responses with the Time 1 and Time 2 ratings in a multiple regression analysis.,text,"summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",620,1.0,0.0,1.0,,model,anvari_2023,A20,,no_match,0.0
A20,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. […] Similarly for negative affect, Time 1 (b = -0.48, p < .001) and Time 2 (b = -0.94, p < .001).",text,"summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",620,1.0,0.0,1.0,,variables,anvari_2023,A20,,no_match,0.0
A20,transformation ,,,,,,,,,,transform,anvari_2023,A20,,no_match,0.0
A20,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. [...] Similarly for negative affect, Time 1 (b = -0.48, p < .001) and Time 2 (b = -0.94, p < .001).",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE) [...] summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70; 620,1.0,0.0,1.0,,variables,anvari_2023,A20,,no_match,0.0
A20,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-70,1.0,0.0,1.0,,transform,anvari_2023,A20,,no_match,0.0
A20,variable specification,"I therefore regressed the anchor responses on to the Time 1 and Time 2 scores. [...] Similarly for negative affect, Time 1 (b = -0.48, p < .001) and Time 2 (b = -0.94, p < .001).",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74; 620,1.0,0.0,1.0,,variables,anvari_2023,A20,,no_match,0.0
A20,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. ",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74,1.0,0.0,1.0,,transform,anvari_2023,A20,,no_match,0.0
A20,inference criteria,,,"summary(lm(AnchorNA ~ PANAS_NA_D1mean + PANAS_NA_D2mean, data=data))","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",620,1.0,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,A20,,no_match,0.0
A21,model specification,I did this by using linear regression analyses ,text,"m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",651,1.0,0.0,1.0,line 647 contains a überflüssige linear regression with only the anchor pa,model,anvari_2023,A21,19,exact,0.97
A21,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1meanm.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data) [...] m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-66; 77; 651,1.0,0.0,1.0,,variables,anvari_2023,A21,19,exact,0.97
A21,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1meanm.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-66; 77,1.0,0.0,1.0,,transform,anvari_2023,A21,19,exact,0.97
A21,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",651,1.0,0.0,1.0,,variables,anvari_2023,A21,19,exact,0.97
A21,transformation ,,,,,,,,,,transform,anvari_2023,A21,19,exact,0.97
A21,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",651,1.0,0.0,1.0,,variables,anvari_2023,A21,19,exact,0.97
A21,transformation ,,,,,,,,,,transform,anvari_2023,A21,19,exact,0.97
A21,inference criteria,,,"m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",651,1.0,0.0,1.0,alpha level inferable from code but not noted in the text,inference,anvari_2023,A21,19,exact,0.97
A22,model specification,I did this by using linear regression analyses ,text,"m.8 = lm(NA_change ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",679,1.0,0.0,1.0,line 647 contains a überflüssige linear regression with only the anchor pa,model,anvari_2023,A22,,no_match,0.0
A22,variable specification,"I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item’s position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...] m.8 = lm(NA_change ~ AnchorNA*Anchor.Position, data=data)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-74; 78; 679,1.0,0.0,1.0,,variables,anvari_2023,A22,,no_match,0.0
