analysis_id,brief_description,dimension,paper_text,code_text,match_status,explanation,dimension_norm
30,"Correlation between positive affect anchor responses and Time 1 positive affect PANAS scores, for participants who saw the anchor after the PANAS at Time 2.",Variable Specification,"""The method's validity is demonstrated by the strength of the correlation between the anchor-item and: (i) the change scores on the outcome measure (e.g., PANAS difference between Time 1 and Time 2), with a positive correlation showing that the anchor-responses capture changes in the construct; (ii) the Time 2 scores on the outcome measure (e.g., PANAS at Time 2), with a positive correlation showing that the anchor-responses reflect how people currently feel; and (iii) the Time 1 scores on the outcome measure (e.g., PANAS at Time 1), with a negative correlation showing that the anchor-responses also reflect people's feelings at the time against which current feelings are being compared (see Devji et al., 2020;Kamper et al., 2009).""[...]""I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two. For both positive affect and negative affect, the interactions were all statistically nonsignificant (all ps > .179). For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.""[...]""Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 ScoresMeasuresChange Scores Time 2 Scores Time 1 ScoresPositive AffectAnchor before.52 [.44, .58].44 [.36, .51] .04 [-.05, .14]Anchor after.56 [.49, .62].46 [.39, .53] -.02 [-.11, .08]Negative AffectAnchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16]Anchor after.44 [.36, .51].50 [.42, .56].10 [.01, .19]""","data_after = data[data$Anchor.Position==""Anchor After"", ]
[...]
#### correlations with PA anchor before vs after ####

cor.test(data_before$PA_change, data_before$AnchorPA)
cor.test(data_after$PA_change, data_after$AnchorPA)

cor.test(data_before$PANAS_PA_D2mean, data_before$AnchorPA)
cor.test(data_after$PANAS_PA_D2mean, data_after$AnchorPA)

cor.test(data_before$PANAS_PA_D1mean, data_before$AnchorPA)
cor.test(data_after$PANAS_PA_D1mean, data_after$AnchorPA)",match,"In the paper, the analysis is described as correlating anchor responses with Time 1 scores, separately for those who saw the anchor before vs after the PANAS, and Table 3 reports the positive affect, anchor-after, Time 1 correlation of -.02. In the code, this is implemented by subsetting to the ""Anchor After"" group and computing cor.test between Time 1 mean positive affect (PANAS_PA_D1mean) and the positive affect anchor responses (AnchorPA).",variables
30,"Correlation between positive affect anchor responses and Time 1 positive affect PANAS scores, for participants who saw the anchor after the PANAS at Time 2.",Transformation Specification,"“Ten items measured positive affect (attentive, interested, alert, excited, enthusiastic, inspired, proud, determined, strong, and active) and ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery). For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.”[...]“Importantly, participants were randomly allocated to respond to the anchor item either before the PANAS or after.”[...]“Of these, there were 440 participants who responded to the anchor-items before the PANAS at Time 2 and 463 who responded to the anchor-items after the PANAS.”[...]“I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two. For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.”","“data$AnchorPA <- paste(data$PA.Anchor.Before, data$PA.Anchor.After)
data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
[...]
data[data == "" Much less positive""] <- 1
[...]
data[data == ""Much more positive ""] <- 5
[...]
data[, 77:78] <- sapply(data[, 77:78], as.integer)
[...]
data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)
[...]
data_after = data[data$Anchor.Position==""Anchor After"", ]
[...]
cor.test(data_before$PANAS_PA_D1mean, data_before$AnchorPA)
cor.test(data_after$PANAS_PA_D1mean, data_after$AnchorPA)”",match,"Both paper and code compute Time 1 positive affect as the mean of the 10 positive PANAS items and then restrict the analysis to participants in the “anchor after” condition, correlating these scores with numerically coded anchor responses. The paper does not contradict the numeric coding of the anchor or the use of the subset, so the implemented transformations align with the described procedure.",transform
30,"Correlation between positive affect anchor responses and Time 1 positive affect PANAS scores, for participants who saw the anchor after the PANAS at Time 2.",Inference Specification,"Table 3: ""Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores""[...]""Positive Affect
Anchor after .56 [.49, .62] .46 [.39, .53] -.02 [-.11, .08]""","#### correlations with PA anchor before vs after ####

cor.test(data_before$PANAS_PA_D1mean, data_before$AnchorPA)
cor.test(data_after$PANAS_PA_D1mean, data_after$AnchorPA)",match,"The paper reports correlations with 95% confidence intervals, and the code computes the corresponding subgroup correlation using cor.test, which by default returns a 95% confidence interval for the correlation. There is no indication in either source of using a different confidence level or inferential criterion, so the inference specifications align.",inference
31,"Correlation between negative affect anchor responses and negative affect change scores, for participants who saw the anchor before the PANAS at Time 2.",Model Specification,"For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.","cor.test(data_before$NA_change, data_before$AnchorNA)",match,"The paper describes this analysis as correlations between anchor responses and change scores by anchor position, and the code implements this using a Pearson correlation test between NA change scores and NA anchor responses for the anchor-before group. Both thus use a Pearson product-moment correlation as the statistical model for this analysis.",model
31,"Correlation between negative affect anchor responses and negative affect change scores, for participants who saw the anchor before the PANAS at Time 2.",Variable Specification,"“To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect.” [...] “The anchor items for positive and negative affect included in the survey at Time 2 asked participants, ""Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?"".” [...] “The method's validity is demonstrated by the strength of the correlation between the anchor-item and: (i) the change scores on the outcome measure (e.g., PANAS difference between Time 1 and Time 2), with a positive correlation showing that the anchor-responses capture changes in the construct;” [...] “I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two. [...] For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.”","“data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)” [...] “data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)

## each person's change score for PA and NA from D1 to D2
data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean
data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean” [...] “#### estimates for anchor before ####
data_before = data[data$Anchor.Position==""Anchor Before"", ]” [...] “cor.test(data_before$NA_change, data_before$AnchorNA)”",match,"Both the paper and the code define the variables as negative affect change scores and negative affect anchor responses, and restrict the analysis to participants who saw the anchor before the PANAS. The roles (correlating anchor responses with change scores in the anchor-before group) are aligned in both descriptions.",variables
31,"Correlation between negative affect anchor responses and negative affect change scores, for participants who saw the anchor before the PANAS at Time 2.",Transformation Specification,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""[...]""I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two. [...] For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.""[...]""Table 3[...]Negative Affect[...]Anchor before .47 [.39, .54]""","data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)

## each person's change score for PA and NA from D1 to D2
[...]data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean
[...]
#### estimates for anchor before ####
data_before = data[data$Anchor.Position==""Anchor Before"", ]
[...]
cor.test(data_before$NA_change, data_before$AnchorNA)",match,"The paper defines negative affect change scores as Time 2 minus Time 1 means of the 10 negative PANAS items and then correlates these change scores with anchor responses separately for the anchor-before group, and the code implements this by computing row-wise means of the same 10 items at each time, forming NA_change as D2mean minus D1mean, subsetting to Anchor Before, and correlating NA_change with AnchorNA. The additional step in the code of numeric coding of anchor responses and handling missingness via na.rm=TRUE does not contradict the paper’s described transformations.",transform
31,"Correlation between negative affect anchor responses and negative affect change scores, for participants who saw the anchor before the PANAS at Time 2.",Inference Specification,"Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores[...]Negative AffectAnchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16]","#### correlations with PA anchor before vs after ####

cor.test(data_before$PA_change, data_before$AnchorPA)
cor.test(data_after$PA_change, data_after$AnchorPA)

cor.test(data_before$PANAS_PA_D2mean, data_before$AnchorPA)
cor.test(data_after$PANAS_PA_D2mean, data_after$AnchorPA)

cor.test(data_before$PANAS_PA_D1mean, data_before$AnchorPA)
cor.test(data_after$PANAS_PA_D1mean, data_after$AnchorPA)

cor.test(data_before$NA_change, data_before$AnchorNA)
cor.test(data_after$NA_change, data_after$AnchorNA)

cor.test(data_before$PANAS_NA_D2mean, data_before$AnchorNA)
cor.test(data_after$PANAS_NA_D2mean, data_after$AnchorNA)

cor.test(data_before$PANAS_NA_D1mean, data_before$AnchorNA)
cor.test(data_after$PANAS_NA_D1mean, data_after$AnchorNA)",match,"The paper reports correlations with ""95% Confidence Intervals"" and the specific entry "".47 [.39, .54]"" for the negative affect anchor-before/change-score correlation, while the code uses cor.test (which by default computes a Pearson correlation with a 95% confidence interval) on NA_change and AnchorNA within the anchor-before subset. Thus, both specify inference via a 95% confidence interval around the correlation, so the inference specifications align.",inference
32,"Correlation between negative affect anchor responses and Time 2 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Model Specification,"Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores[...]Negative AffectAnchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16][...]Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.","#### correlation analyses with NA anchor ####
cor.test(data$NA_change, data$AnchorNA)
cor.test(data$PANAS_NA_D2mean, data$AnchorNA)
cor.test(data$PANAS_NA_D1mean, data$AnchorNA)
[...]
cor.test(data_before$NA_change, data_before$AnchorNA)
cor.test(data_after$NA_change, data_after$AnchorNA)

cor.test(data_before$PANAS_NA_D2mean, data_before$AnchorNA)
cor.test(data_after$PANAS_NA_D2mean, data_after$AnchorNA)

cor.test(data_before$PANAS_NA_D1mean, data_before$AnchorNA)
cor.test(data_after$PANAS_NA_D1mean, data_after$AnchorNA)",match,"The paper describes this analysis as a correlation between anchor responses and Time 2 scores, and Table 3 labels these as correlations with 95% CIs. The code implements this using R’s cor.test function on PANAS_NA_D2mean and AnchorNA within the anchor-before subgroup, which is a Pearson correlation test with confidence intervals.",model
32,"Correlation between negative affect anchor responses and Time 2 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Variable Specification,"Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores[...]Negative AffectAnchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16][...]""The anchor items for positive and negative affect included in the survey at Time 2 asked participants, \""Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?\"".""[...]""Ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery). For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.""[...]""Of these, there were 440 participants who responded to the anchor-items before the PANAS at Time 2""","## create new variables for PA and NA anchor items so responses for the anchors are\n# in the same columns for both the people who saw the anchor before the PANAS \n# and those who saw the anchor after the PANAS\ndata$AnchorPA <- paste(data$PA.Anchor.Before, data$PA.Anchor.After)\ndata$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)\n[...]data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', \n  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', \n  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)\n[...]#### estimates for anchor before ####\ndata_before = data[data$Anchor.Position==\""Anchor Before\"", ]\n[...]cor.test(data_before$PANAS_NA_D2mean, data_before$AnchorNA)",match,"The paper describes correlations ""of the Anchor Responses with"" Time 2 negative affect scores for the ""Negative Affect Anchor before"" subgroup, and the code computes cor.test(data_before$PANAS_NA_D2mean, data_before$AnchorNA) where data_before is restricted to ""Anchor Before"". Thus, both specify the same two variables (negative affect anchor responses and Time 2 mean negative affect PANAS scores) in the same subgroup and without additional covariates.",variables
32,"Correlation between negative affect anchor responses and Time 2 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Transformation Specification,"""Ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery). For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.""[...]""Importantly, participants were randomly allocated to respond to the anchor item either before the PANAS or after.""[...]""I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two. [...] For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.""","data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)
[...]data_before = data[data$Anchor.Position==""Anchor Before"", ]
[...]
cor.test(data_before$PANAS_NA_D2mean, data_before$AnchorNA)",match,"The paper specifies that Time 2 negative affect is computed as the mean of the 10 negative PANAS items and that correlations are calculated separately for those who saw the anchor before the PANAS, and the code does exactly this by creating a row-wise mean of the 10 negative items for Time 2 and subsetting to ""Anchor Before"" before running the correlation. The additional numeric recoding of anchor responses in the code is consistent with the paper’s categorical anchor-response description and does not change the transformation of the Time 2 negative affect scores.",transform
32,"Correlation between negative affect anchor responses and Time 2 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Inference Specification,"Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores[...]Negative Affect
Anchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16]","cor.test(data_before$PANAS_NA_D2mean, data_before$AnchorNA)",match,"The paper reports a correlation for the negative affect anchor-before subgroup with a 95% confidence interval, and the code computes this same subgroup correlation via cor.test, which by default uses a 95% confidence interval. The code may additionally return a p-value, but this does not conflict with the paper’s CI-based inference specification.",inference
33,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Model Specification,"""For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.""[...]""Table 3 Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores""","#### correlation with NA anchor before vs after ####
...
cor.test(data_before$PANAS_NA_D1mean, data_before$AnchorNA)
cor.test(data_after$PANAS_NA_D1mean, data_after$AnchorNA)",match,"The paper describes this analysis as correlations between the anchor responses and Time 1 scores by anchor position, and the code implements this using `cor.test`, which computes Pearson correlations between Time 1 negative affect means and negative anchor responses in the anchor-before group. Thus, both paper and code specify the same model type: a correlation analysis.",model
33,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Variable Specification,"“I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two.[...]For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.”[...]“Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores[...]Negative AffectAnchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16]”","“data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
[...]
data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)
[...]
data_before = data[data$Anchor.Position==""Anchor Before"", ]
[...]
cor.test(data_before$PANAS_NA_D1mean, data_before$AnchorNA)
[...]
# anchor with T1 score
m.11 = lm(PANAS_NA_D1mean ~ AnchorNA, data=data)
summary(m.11)

# anchor with T1 score, including interaction with anchor position
m.12 = lm(PANAS_NA_D1mean ~ AnchorNA*Anchor.Position, data=data)
summary(m.12)”",match,"The paper describes correlations of “the anchor” (negative affect anchor responses) with “Time 1 scores” by anchor position, and Table 3’s “Negative Affect Anchor before…Time 1 Scores” cell corresponds to this specific correlation. The code computes `cor.test(data_before$PANAS_NA_D1mean, data_before$AnchorNA)` after subsetting to `Anchor.Position==""Anchor Before""`, matching the intended variables and grouping in the paper.",variables
33,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Transformation Specification,"“Ten items measured negative affect (distressed, upset, hostile, irritable, scared, afraid, ashamed, guilty, nervous, jittery).”[...]“For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.”[...]“In the survey at Time 2, I included an anchoritem for positive and an anchor-item for negative affect.”[...]“Importantly, participants were randomly allocated to respond to the anchor item either before the PANAS or after.”[...]“For excellent validity, (i) should be stronger than (ii) and (iii), showing that the anchorresponses capture change in feelings more strongly than current or past states.”[...]“I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two.”[...]“For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.”","data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)
[...]
data[data == "" Much less negative""] <- 1
data[data == ""Much less negative ""] <- 1
data[data == "" A little less negative""] <- 2
data[data == ""A little less negative ""] <- 2
data[data == "" A little more negative""] <- 4
data[data == ""A little more negative ""] <- 4
data[data == "" Much more negative""] <- 5
data[data == ""Much more negative ""] <- 5
[...]
data[, 77:78] <- sapply(data[, 77:78], as.integer)
[...]
data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)
[...]
data_before = data[data$Anchor.Position==""Anchor Before"", ]
[...]
cor.test(data_before$PANAS_NA_D1mean, data_before$AnchorNA)",match,"The paper states that Time 1 negative affect scores are computed as mean scores over the ten negative PANAS items and that correlations are computed separately for those who saw the anchor before the PANAS, which is exactly mirrored in the code by the rowMeans-based PANAS_NA_D1mean variable and the subset data_before used in cor.test. The code additionally recodes the negative anchor text responses into numeric values, a necessary implementation detail consistent with the paper’s description of the anchor response options and not in conflict with the reported transformations.",transform
33,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS scores, for participants who saw the anchor before the PANAS at Time 2.",Inference Specification,"Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores[...]Negative AffectAnchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16]","cor.test(data_before$PANAS_NA_D1mean, data_before$AnchorNA)",match,"The paper specifies that the reported correlation uses 95% confidence intervals, and the corresponding code computes this correlation using cor.test, which by default returns 95% confidence intervals and a p-value. Both thus implement the same inferential framework of a 95% confidence interval around the correlation estimate, with no additional or conflicting inferential criteria stated for this specific analysis.",inference
34,"Correlation between negative affect anchor responses and negative affect change scores, for participants who saw the anchor after the PANAS at Time 2.",Model Specification,"Table 33Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores[...]Negative AffectAnchor before.47 [.39, .54].46 [.38, .53] .07 [-.02, .16]Anchor after.44 [.36, .51].50 [.42, .56].10 [.01, .19]","cor.test(data_before$NA_change, data_before$AnchorNA)
cor.test(data_after$NA_change, data_after$AnchorNA)",match,"In the paper, this analysis is presented as a correlation (reporting r with a 95% confidence interval), and in the code it is implemented using cor.test to compute correlations between NA_change and AnchorNA separately for before and after groups. Because cor.test by default performs a Pearson correlation test, the model specifications correspond.",model
34,"Correlation between negative affect anchor responses and negative affect change scores, for participants who saw the anchor after the PANAS at Time 2.",Variable Specification,"“The method's validity is demonstrated by the strength of the correlation between the anchor-item and: (i) the change scores on the outcome measure (e.g., PANAS difference between Time 1 and Time 2)” [...] “To calculate each participant's change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect.” [...] “The anchor items for positive and negative affect included in the survey at Time 2 asked participants, ""Overall, compared to the time when you did this survey yesterday, how positive/negative do you feel right now?""” [...] “I also tested whether any of the validity correlations varied as a function of the anchor-item's position. I did this by using linear regression analyses in which I, in turn, regressed the change scores, Time 2 scores, and Time 1 scores onto (i) the responses to the anchor-item, (ii) the anchor-item's position, and (iii) the interaction between the latter two. [...] For descriptive purposes, Table 3 presents the correlations of the anchor with the (i) change scores, (ii) Time 2 scores, and (iii) Time 1 scores, separately for participants who saw the anchor before vs after the PANAS.” [...] “Table 3 Correlations[and 95% Confidence Intervals]  of the Anchor Responses with Change Scores, Time 2 Scores, Time 1 Scores [...] Negative Affect Anchor after .44 [.36, .51]”","“## create new variables for PA and NA anchor items so responses for the anchors are
# in the same columns for both the people who saw the anchor before the PANAS 
# and those who saw the anchor after the PANAS
data$AnchorPA <- paste(data$PA.Anchor.Before, data$PA.Anchor.After)
data$AnchorNA <- paste(data$NA.Anchor.Before, data$NA.Anchor.After)” [...] “## each person's change score for PA and NA from D1 to D2
data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean
data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean” [...] “#### estimates for anchor after ####
data_after = data[data$Anchor.Position==""Anchor After"", ]” [...] “cor.test(data_before$NA_change, data_before$AnchorNA)
cor.test(data_after$NA_change, data_after$AnchorNA)”",match,"The paper defines this analysis as a correlation between negative affect anchor responses and negative affect change scores, computed separately for those who saw the anchor after the PANAS, and the code computes cor.test(data_after$NA_change, data_after$AnchorNA) within the 'Anchor After' subset. Thus, the variables (negative affect anchor responses and negative affect change scores) and their roles in the correlation analysis align between paper and code.",variables
