analysis_id,dimension,manuscript_content,manuscript_location,code_content,code_file,code_lines,results,data_needed,data_available,notes,Unnamed: 11,dimension_norm,paper_id,human_analysis_id,codebot_analysis_id,link_type,confidence
A5,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean,"""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",78,1.0,0.0,1.0,,,transform,anvari_2023,A5,3,exact,0.97
A5,inference criteria,"""t(133.53) = 1.40, p = .165, mean difference = 0.15, CI 95%[-0.03, 0.36], d = 0.24, CI 95%[-0.10, 0.58].""",text,"cohen.d(data_after$NA_change[data_after$AnchorNA==4], data_before$NA_change[data_before$AnchorNA==4],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""; ""./pilot_paper/anvari_2023/effect_size_d_paired_function.R""",470-474,1.0,0.0,1.0,conf.level=0.95 <=> alpha=0.05,,inference,anvari_2023,A5,3,exact,0.97
A6,model specification,"""In the analyses I used Welch’s independent samples t-tests […] d = 0.15""",text,"# direct test comparing the ""same"" groups for NA after vs before
t.test(data_after$NA_change[data_after$AnchorNA==3], data_before$NA_change[data_before$AnchorNA==3])
[…] cohen.d(data_after$NA_change[data_after$AnchorNA==3],
        data_before$NA_change[data_before$AnchorNA==3],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",457-458; 532-536,1.0,0.0,1.0,,,model,anvari_2023,A6,4,exact,0.96
A6,variable specification,"""people who said that they felt “the same” in negative affect showed an average change score that was in the negative direction regardless of whether they saw the anchor before or after the PANAS.""",text,"data[data == "" The same""] <- 3
data[data == ""The same ""] <- 3 […]  data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...]  data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$NA_change[data_after$AnchorNA==3], data_before$NA_change[data_before$AnchorNA==3])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",43-44; 78; 83; 270; 458,1.0,0.0,1.0,,,variables,anvari_2023,A6,4,exact,0.96
A6,transformation ,,,,,,,,,"no transformation took place, only one question with five response options",,transform,anvari_2023,A6,4,exact,0.96
A6,variable specification,"""people who said that they felt “the same” in negative affect showed an average change score that was in the negative direction regardless of whether they saw the anchor before or after the PANAS.""",text,"data[data == "" The same""] <- 3
data[data == ""The same ""] <- 3 […]  data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...]  data_before = data[data$Anchor.Position==""Anchor Before"", ] […] data_after = data[data$Anchor.Position==""Anchor After"", ] [...] t.test(data_after$NA_change[data_after$AnchorNA==3], data_before$NA_change[data_before$AnchorNA==3])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",43-44; 78; 83; 270; 458,1.0,0.0,1.0,,,variables,anvari_2023,A6,4,exact,0.96
A6,transformation ,"""For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean  score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect.""",text,data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean,"""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",78,1.0,0.0,1.0,,,transform,anvari_2023,A6,4,exact,0.96
A6,inference criteria,"""not statistically significant, t(235.93) = 1.12, p = .262, mean difference = 0.07, CI 95%[-0.05, 0.19], d = 0.15„ CI 95%[-0.11, 0.40].""",text,"cohen.d(data_after$NA_change[data_after$AnchorNA==4],
        data_before$NA_change[data_before$AnchorNA==4],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",461-465,1.0,0.0,1.0,conf.level=0.95 <=> alpha=0.05,,inference,anvari_2023,A6,4,exact,0.96
A7,model specification,"I also conducted t-tests on the Time 2 ratings and on the change scores, without subcategorizing participants based on their anchor-responses. [...]d = 0.07.",text,"t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""])
cohen.d(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",541-542; 545-549,1.0,0.0,1.0,,,model,anvari_2023,A7,5,exact,0.97
A7,variable specification,"""For positive affect, people who saw the anchor-items before the PANAS (M = 2.84, SD = 0.91) had statistically nonsignificant differences in their Time 2 ratings compared to people who saw the anchor-items after""",text,"t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""]) 
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",541-542,,,,,,variables,anvari_2023,A7,5,exact,0.97
A7,transformation ,,,,,,,,,,,transform,anvari_2023,A7,5,exact,0.97
A7,variable specification,"""For positive affect, people who saw the anchor-items before the PANAS (M = 2.84, SD = 0.91) had statistically nonsignificant differences in their Time 2 ratings compared to people who saw the anchor-items after""",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""]) [...]cohen.d(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""","64-66, 541-542,545-549",1.0,0.0,1.0,,,variables,anvari_2023,A7,5,exact,0.97
A7,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""])","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",64-66,1.0,0.0,1.0,,,transform,anvari_2023,A7,5,exact,0.97
A7,inference criteria,"t(898.27) = 1.03, p = .305, mean difference = 0.06, CI 95%[-0.06, 0.18], d = 0.07, CI 95%[-0.06, 0.20].",text,"t.test(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""])
cohen.d(data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_PA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",541-542; 545-549,1.0,0.0,1.0,default in t.test() and conf.level=0.95 is alpha level 0.05,,inference,anvari_2023,A7,5,exact,0.97
A8,model specification,"""I also conducted t-tests on the Time 2 ratings and on the change scores, without subcategorizing participants based on their anchor-responses. [...]d = 0.07.""",text,"t.test(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""])
[...]
cohen.d(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",551-552; 555-559,1.0,0.0,1.0,,,model,anvari_2023,A8,7,exact,0.96
A8,variable specification,"""For negative affect, people who saw the anchor-items before (M = 1.81, SD = 0.79) had statistically nonsignificant differences in Time 2 scores compared to people who saw the anchor-items after""",text,"t.test(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""])
[...]
cohen.d(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",551-552; 555-559,1.0,0.0,1.0,,,variables,anvari_2023,A8,7,exact,0.96
A8,transformation ,,,,,,,,,,,transform,anvari_2023,A8,7,exact,0.96
A8,variable specification,"""For negative affect, people who saw the anchor-items before (M = 1.81, SD = 0.79) had statistically nonsignificant differences in Time 2 scores compared to people who saw the anchor-items after""",text,"data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE)
[...] t.test(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""])
[...]
cohen.d(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74; 551-552; 555-559,1.0,0.0,1.0,,,variables,anvari_2023,A8,7,exact,0.96
A8,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect.",text,"data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",72-74,1.0,0.0,1.0,,,transform,anvari_2023,A8,7,exact,0.96
A8,inference criteria,"t(896.97) = 0.11, p = .910, mean difference = 0.01, CI 95%[-0.10, 0.11], d = 0.01, CI 95%[-0.12, 0.14]",text,"t.test(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""], 
  data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""])
[...]
cohen.d(data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor Before""],
        data$PANAS_NA_D2mean[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",551-552; 555-559,1.0,0.0,1.0,default for t.test,,inference,anvari_2023,A8,7,exact,0.96
A9,model specification,"I also conducted t-tests on the Time 2 ratings and on the change scores, without subcategorizing participants based on their anchor-responses. [...]d = 0.07.",text,"t.test(data$PA_change[data$Anchor.Position==""Anchor Before""], 
  data$PA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$PA_change[data$Anchor.Position==""Anchor Before""],
        data$PA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",561-562; 565-569,1.0,0.0,1.0,,,model,anvari_2023,A9,6,exact,0.96
A9,variable specification,"Similarly, change scores in positive affect for people who saw the anchor items before the PANAS (M = 0.02, SD = 0.70)",text,"t.test(data$PA_change[data$Anchor.Position==""Anchor Before""], 
  data$PA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$PA_change[data$Anchor.Position==""Anchor Before""],
        data$PA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",561-562; 565-570,1.0,0.0,1.0,,,variables,anvari_2023,A9,6,exact,0.96
A9,transformation ,,,,,,,,,,,transform,anvari_2023,A9,6,exact,0.96
A9,variable specification,"Similarly, change scores in positive affect for people who saw the anchor items before the PANAS (M = 0.02, SD = 0.70)",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean [...] t.test(data$PA_change[data$Anchor.Position==""Anchor Before""], 
  data$PA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$PA_change[data$Anchor.Position==""Anchor Before""],
        data$PA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-66; 77; 561-562; 565-569,1.0,0.0,1.0,,,variables,anvari_2023,A9,6,exact,0.96
A9,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect. The anchor items for positive and",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-66; 77,1.0,0.0,1.0,,,transform,anvari_2023,A9,6,exact,0.96
A9,inference criteria,"t(898.40) = 1.07, p = .283, mean difference = 0.02, CI 95%[-0.04, 0.15], d = 0.07, CI 95%[-0.06, 0.20].",text,"t.test(data$PA_change[data$Anchor.Position==""Anchor Before""], 
  data$PA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$PA_change[data$Anchor.Position==""Anchor Before""],
        data$PA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",561-562; 565-569,1.0,0.0,1.0,default for t.test,,inference,anvari_2023,A9,6,exact,0.96
A10,model specification,"I also conducted t-tests on the Time 2 ratings and on the change scores, without subcategorizing participants based on their anchor-responses. [...]d = 0.07.",text,"t.test(data$NA_change[data$Anchor.Position==""Anchor Before""], 
  data$NA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$NA_change[data$Anchor.Position==""Anchor Before""],
        data$NA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",572-573; 576-580,1.0,0.0,1.0,,,model,anvari_2023,A10,8,exact,0.97
A10,variable specification,"And the difference in change scores for negative affect between people who saw the anchor items before (M = -0.12, SD = 0.65) the PANAS as compared to after",text," t.test(data$NA_change[data$Anchor.Position==""Anchor Before""], 
  data$NA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$NA_change[data$Anchor.Position==""Anchor Before""],
        data$NA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""", 572-573; 576-580,1.0,0.0,1.0,,,variables,anvari_2023,A10,8,exact,0.97
A10,transformation ,,,,,,,,,,,transform,anvari_2023,A10,8,exact,0.97
A10,variable specification,"And the difference in change scores for negative affect between people who saw the anchor items before (M = -0.12, SD = 0.65) the PANAS as compared to after",text,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean [...] t.test(data$NA_change[data$Anchor.Position==""Anchor Before""], 
  data$NA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$NA_change[data$Anchor.Position==""Anchor Before""],
        data$NA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-74; 78; 572-573; 576-580,1.0,0.0,1.0,,,variables,anvari_2023,A10,8,exact,0.97
A10,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect. The anchor items for positive and",,"data$PANAS_NA_D1mean = rowMeans(data[ , c('PANASD1_11_Distressed', 'PANASD1_12_Upset', 
  'PANASD1_13_Hostile', 'PANASD1_14_Irritable', 'PANASD1_15_Scared', 'PANASD1_16_Afraid', 
  'PANASD1_17_Ashamed', 'PANASD1_18_Guilty', 'PANASD1_19_Nervous', 'PANASD1_20_Jittery')], na.rm=TRUE)

data$PANAS_NA_D2mean = rowMeans(data[ , c('PANASD2_11_Distressed', 'PANASD2_12_Upset', 
  'PANASD2_13_Hostile', 'PANASD2_14_Irritable', 'PANASD2_15_Scared', 'PANASD2_16_Afraid', 
  'PANASD2_17_Ashamed', 'PANASD2_18_Guilty', 'PANASD2_19_Nervous', 'PANASD2_20_Jittery')], na.rm=TRUE) [...] data$NA_change = data$PANAS_NA_D2mean - data$PANAS_NA_D1mean","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",68-74; 78,1.0,0.0,1.0,,,transform,anvari_2023,A10,8,exact,0.97
A10,inference criteria,"t(900.89) = 0.83, p = .407, mean difference = 0.04, CI 95%[-0.05, 0.12], d = 0.06, CI 95%[-0.08, 0.19].",text,"t.test(data$NA_change[data$Anchor.Position==""Anchor Before""], 
  data$NA_change[data$Anchor.Position==""Anchor After""]) […] cohen.d(data$NA_change[data$Anchor.Position==""Anchor Before""],
        data$NA_change[data$Anchor.Position==""Anchor After""],
        pooled=TRUE,paired=FALSE,
        na.rm=TRUE, hedges.correction=FALSE,
        conf.level=0.95)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",572-573; 576-580,1.0,0.0,1.0,default for t.test,,inference,anvari_2023,A10,8,exact,0.97
A11,model specification,"Firstly, for the anchor to be valid, it needs to correlate relatively strongly with the change scores. Indeed, this was the case for both positive affect (r = .54„ CI 95%[.49, .58]) and negative affect (r = .45„ CI 95%[.40, .50]).",text,"cor.test(data$PA_change, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",586,1.0,0.0,1.0,,,model,anvari_2023,A11,9,exact,0.97
A11,variable specification,"Firstly, for the anchor to be valid, it needs to correlate relatively strongly with the change scores. Indeed, this was the case for both positive affect (r = .54„ CI 95%[.49, .58]) and negative affect (r = .45„ CI 95%[.40, .50]).",text,"cor.test(data$PA_change, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",587,1.0,0.0,1.0,,,variables,anvari_2023,A11,9,exact,0.97
A11,transformation ,,,,,,,,,,,transform,anvari_2023,A11,9,exact,0.97
A11,variable specification,"Firstly, for the anchor to be valid, it needs to correlate relatively strongly with the change scores. Indeed, this was the case for both positive affect (r = .54„ CI 95%[.49, .58]) and negative affect (r = .45„ CI 95%[.40, .50]).",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean [...] cor.test(data$PA_change, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-66; 77; 586,1.0,0.0,1.0,,,variables,anvari_2023,A11,9,exact,0.97
A11,transformation ,"For Time 1 and Time 2 separately, I averaged the positive affect items for each participant to produce a mean score for positive affect, and I did the same for the negative affect items to produce a mean score for negative affect. To calculate each participant’s change score for positive affect, I subtracted the mean score for positive affect at Time 1 from the mean score for positive affect at Time 2. I did the same to calculate the change scores for negative affect. Thus, each participant had a change score for positive affect and a change score for negative affect. The anchor items for positive and",text,"data$PANAS_PA_D1mean = rowMeans(data[ , c('PANASD1_1_Attentive', 'PANASD1_2_Interested', 
  'PANASD1_3_Alert', 'PANASD1_4_Excited', 'PANASD1_5_Enthusiastic', 'PANASD1_6_Inspired', 
  'PANASD1_7_Proud', 'PANASD1_8_Determined', 'PANASD1_9_Strong', 'PANASD1_10_Active')], na.rm=TRUE)

data$PANAS_PA_D2mean = rowMeans(data[ , c('PANASD2_1_Attentive', 'PANASD2_2_Interested', 
  'PANASD2_3_Alert', 'PANASD2_4_Excited', 'PANASD2_5_Enthusiastic', 'PANASD2_6_Inspired', 
  'PANASD2_7_Proud', 'PANASD2_8_Determined', 'PANASD2_9_Strong', 'PANASD2_10_Active')], na.rm=TRUE) [...] data$PA_change = data$PANAS_PA_D2mean - data$PANAS_PA_D1mean","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",60-66; 77,1.0,0.0,1.0,,,transform,anvari_2023,A11,9,exact,0.97
A11,inference criteria,"Firstly, for the anchor to be valid, it needs to correlate relatively strongly with the change scores. Indeed, this was the case for both positive affect (r = .54„ CI 95%[.49, .58]) and negative affect (r = .45„ CI 95%[.40, .50]).",text,"cor.test(data$PA_change, data$AnchorPA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",586,,,,ci of 95% is default for cor.test -> implies alpha of 5%,,inference,anvari_2023,A11,9,exact,0.97
A12,model specification,"Firstly, for the anchor to be valid, it needs to correlate relatively strongly with the change scores. Indeed, this was the case for both positive affect (r = .54„ CI 95%[.49, .58]) and negative affect (r = .45„ CI 95%[.40, .50]).",text,"cor.test(data$NA_change, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",605,1.0,0.0,1.0,,,model,anvari_2023,A12,10,exact,0.97
A12,variable specification,"Firstly, for the anchor to be valid, it needs to correlate relatively strongly with the change scores. Indeed, this was the case for both positive affect (r = .54„ CI 95%[.49, .58]) and negative affect (r = .45„ CI 95%[.40, .50]).",text,"cor.test(data$NA_change, data$AnchorNA)","""./pilot_paper/anvari_2023/Anchor_BeforevsAfter_analysis.R""",605,1.0,0.0,1.0,,,variables,anvari_2023,A12,10,exact,0.97
A12,transformation ,,,,,,,,,,,transform,anvari_2023,A12,10,exact,0.97
